ticket_id,service,priority,opened_at,due_at,status,assigned_team,resolution_time_hours,sla_breach_risk,penalty_cost,issue_type,queue_delay_hours,waiting_hours,processing_steps,last_updated_at,breach_flag,actual_penalty_exposure,recommended_action
HD-1001452,Service C12GGZCZ0U,Highest,2021-07-05T05:56:20Z,2021-07-05T13:56:20Z,Closed,Support Pod 088,1.93,Low,9000,Ticket,0.01,0.0,4,2021-07-05T07:52:05Z,False,0,Continue monitoring under normal SLA watch.
HD-1010505,Service C11GG.Z0,Medium,2022-12-13T12:12:31Z,2022-12-14T12:12:31Z,Closed,Support Pod 220,17.95,Medium,2000,Ticket,0.09,17.48,4,2022-12-14T06:09:52Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-14292,Service DB6,Medium,2016-03-15T14:09:02Z,2016-03-16T14:09:02Z,Done,Unassigned Queue,18.27,Medium,2000,Ticket,0.04,0.0,2,2016-04-02T13:23:37Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1009616,Service C13HGB__0,Medium,2022-11-02T13:06:20Z,2022-11-03T13:06:20Z,Closed,Support Pod 037,17.77,Medium,2000,Ticket,0.42,17.26,5,2022-11-03T06:52:50Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-13771,Service DBZ,Blocker,2015-12-13T07:45:23Z,2015-12-13T11:45:23Z,Done,Support Pod 159,918.29,Breached,15000,Ticket,0.17,0.0,6,2016-04-02T13:18:52Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-14204,Service DB6,Blocker,2016-01-21T16:51:57Z,2016-01-21T20:51:57Z,Done,Unassigned Queue,10026.17,Breached,15000,Story,10026.17,0.0,1,2017-03-14T11:01:54Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-12076,Service D10T,Medium,2015-10-13T06:42:51Z,2015-10-14T06:42:51Z,Done,Unassigned Queue,23.41,High,2000,Story,0.07,0.0,3,2016-04-02T12:28:39Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1011475,Service C05GPX0U,High,2023-01-29T06:37:20Z,2023-01-29T18:37:20Z,Closed,Support Pod 262,7.88,Medium,5000,Ticket,3.13,0.0,4,2023-01-29T14:30:20Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1003277,Service C12HGX18A,Blocker,2021-11-04T08:37:30Z,2021-11-04T12:37:30Z,Closed,Support Pod 143,1798.62,Breached,15000,Ticket,0.01,0.0,6,2022-01-18T07:14:29Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1000182,Service C06GRN039,Blocker,2021-04-06T09:07:01Z,2021-04-06T13:07:01Z,Closed,Support Pod 265,1822.53,Breached,15000,Ticket,0.01,0.0,3,2021-06-21T07:39:02Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1005464,Service C06HG2XCU,High,2022-03-06T18:14:49Z,2022-03-07T06:14:49Z,Closed,Support Pod 193,11.33,High,5000,Ticket,0.03,0.0,3,2022-03-07T05:34:33Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1003390,Service T.N2,Blocker,2021-11-11T13:32:55Z,2021-11-11T17:32:55Z,Closed,Support Pod 147,409.88,Breached,15000,Ticket,88.25,0.0,5,2021-11-28T15:25:59Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1005702,Service C06GGT_0,Highest,2022-03-21T14:32:49Z,2022-03-21T22:32:49Z,Closed,Support Pod 013,5.07,Medium,9000,Ticket,0.05,0.0,4,2022-03-21T19:36:55Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1011246,Service C12GGZCZ0U,Highest,2023-01-17T12:11:58Z,2023-01-17T20:11:58Z,Closed,Support Pod 154,2.72,Low,9000,Ticket,0.01,0.0,4,2023-01-17T14:55:08Z,False,0,Continue monitoring under normal SLA watch.
HD-1010724,Service C11GGX0Z2,Medium,2022-12-26T10:47:38Z,2022-12-27T10:47:38Z,Closed,Support Pod 170,18.22,Medium,2000,Ticket,0.05,0.0,2,2022-12-27T05:00:40Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1006607,Service C12HGX18A,Blocker,2022-05-19T12:11:08Z,2022-05-19T16:11:08Z,Closed,Support Pod 143,0.6,Low,15000,Ticket,0.01,0.41,4,2022-05-19T12:47:18Z,False,0,Continue monitoring under normal SLA watch.
HD-1009846,Service C12HHX18AJ28AV.EW8X3D,Blocker,2022-11-14T08:16:23Z,2022-11-14T12:16:23Z,Closed,Support Pod 143,839.93,Breached,15000,Deployment,0.02,723.58,12,2022-12-19T08:12:32Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1008090,Service C06GGZCZ0,Medium,2022-08-16T10:36:35Z,2022-08-17T10:36:35Z,Closed,Support Pod 120,22.99,High,2000,Ticket,0.05,0.0,4,2022-08-24T02:24:03Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1004570,Service C06HG2XCU,Blocker,2022-01-17T21:54:14Z,2022-01-18T01:54:14Z,Closed,Support Pod 193,372.12,Breached,15000,Ticket,0.23,0.0,5,2022-02-02T10:01:16Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1012074,Service C07GG_0U,Medium,2023-02-21T06:36:29Z,2023-02-22T06:36:29Z,Closed,Support Pod 087,22.74,High,2000,Service,1.16,4.66,3,2023-02-22T05:21:05Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-19861,Service DB6,Medium,2017-01-31T14:53:41Z,2017-02-01T14:53:41Z,Done,Support Pod 211,23.1,High,2000,Retrospective,23.1,0.0,1,2017-02-16T07:39:36Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1002164,Service C06HG2XCU,Highest,2021-08-26T07:40:44Z,2021-08-26T15:40:44Z,Closed,Support Pod 193,2.82,Low,9000,Ticket,0.01,0.0,3,2021-08-26T10:29:56Z,False,0,Continue monitoring under normal SLA watch.
HD-1012534,Service C12GGZCZ0U,Highest,2023-03-13T06:56:43Z,2023-03-13T14:56:43Z,Closed,Support Pod 154,2.61,Low,9000,Ticket,0.01,0.0,4,2023-03-13T09:33:10Z,False,0,Continue monitoring under normal SLA watch.
HD-23724,Service DB6,Medium,2017-09-25T15:12:06Z,2017-09-26T15:12:06Z,Done,Unassigned Queue,13.93,Medium,2000,Story,13.93,0.0,1,2017-09-26T05:08:03Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1005799,Service C12HGX18A,Blocker,2022-03-28T08:53:11Z,2022-03-28T12:53:11Z,Closed,Support Pod 143,373.82,Breached,15000,Ticket,0.01,352.26,4,2022-04-12T22:42:19Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-11531,Service D0NC,Medium,2015-09-06T06:29:09Z,2015-09-07T06:29:09Z,Done,Support Pod 176,23.41,High,2000,Vacation,23.41,0.0,1,2016-04-02T12:16:58Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1002983,Service C12GGZCZ0U,Highest,2021-10-17T05:40:43Z,2021-10-17T13:40:43Z,Closed,Support Pod 144,2.2,Low,9000,Ticket,0.01,0.0,4,2021-10-17T07:52:37Z,False,0,Continue monitoring under normal SLA watch.
HD-1011589,Service C11GRZVZNV,Blocker,2023-02-01T09:33:45Z,2023-02-01T13:33:45Z,Closed,Support Pod 170,0.05,Low,15000,Ticket,0.05,0.0,1,2023-02-01T09:37:01Z,False,0,Continue monitoring under normal SLA watch.
HD-1007157,Service C01GG0XA,Highest,2022-06-21T08:07:34Z,2022-06-21T16:07:34Z,Closed,Support Pod 060,1.67,Low,9000,Ticket,0.01,0.0,4,2022-06-21T09:48:04Z,False,0,Continue monitoring under normal SLA watch.
HD-11433,Service DZC8,Medium,2016-02-20T19:24:27Z,2016-02-21T19:24:27Z,Done,Support Pod 192,13.35,Medium,2000,Story,0.0,0.0,3,2016-04-02T12:13:36Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1001677,Service C06HG10T,Medium,2021-07-25T10:40:31Z,2021-07-26T10:40:31Z,Closed,Unassigned Queue,23.53,High,2000,HD Service,20.18,0.0,2,2021-07-26T10:12:39Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1012249,Service C12GGZCZ0U,Highest,2023-03-01T07:16:00Z,2023-03-01T15:16:00Z,Closed,Support Pod 070,1.7,Low,9000,Ticket,0.02,0.0,5,2023-03-01T08:57:49Z,False,0,Continue monitoring under normal SLA watch.
HD-1009053,Service C06GRZT_0,Blocker,2022-10-05T07:35:05Z,2022-10-05T11:35:05Z,Closed,Support Pod 142,0.67,Low,15000,Ticket,0.67,0.0,2,2022-10-05T08:15:20Z,False,0,Continue monitoring under normal SLA watch.
HD-1011803,Service C12GGZCZ0U,Highest,2023-02-12T06:29:13Z,2023-02-12T14:29:13Z,Closed,Support Pod 154,7.34,High,9000,Ticket,0.02,0.0,5,2023-02-12T13:49:27Z,False,9000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1001336,Service C06GG10,High,2021-06-28T05:38:24Z,2021-06-28T17:38:24Z,Closed,Support Pod 272,7.67,Medium,5000,HD Service,0.08,0.0,5,2021-06-28T13:18:26Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-22366,Service T.3Q,Medium,2017-06-18T13:46:29Z,2017-06-19T13:46:29Z,Done,Unassigned Queue,23.95,High,2000,Story,23.95,0.0,1,2017-06-19T13:43:17Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-13840,Service DBZ,Blocker,2016-01-21T16:49:52Z,2016-01-21T20:49:52Z,Done,Unassigned Queue,8464.69,Breached,15000,Story,8464.69,0.0,1,2017-01-08T09:31:26Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1012357,Service C06HG2XCU,High,2023-03-05T19:34:12Z,2023-03-06T07:34:12Z,Closed,Unassigned Queue,11.56,High,5000,Ticket,11.56,0.0,1,2023-03-06T07:07:44Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1007151,Service C06HG2XCU,Blocker,2022-06-21T06:13:48Z,2022-06-21T10:13:48Z,Closed,Support Pod 193,0.54,Low,15000,Ticket,0.01,0.39,6,2022-06-21T06:46:27Z,False,0,Continue monitoring under normal SLA watch.
HD-1006051,Service C12HGX18A,Blocker,2022-04-12T07:27:59Z,2022-04-12T11:27:59Z,Closed,Support Pod 143,191.61,Breached,15000,Ticket,0.02,176.66,4,2022-04-20T07:04:57Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1005915,Service C02GGND01,Blocker,2022-04-04T11:28:04Z,2022-04-04T15:28:04Z,Closed,Support Pod 132,360.87,Breached,15000,Ticket,0.06,360.09,5,2022-04-19T12:20:21Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-17946,Service D10T,Highest,2016-10-26T07:42:50Z,2016-10-26T15:42:50Z,Done,Unassigned Queue,1.51,Low,9000,Story,0.19,0.0,2,2016-10-26T09:13:10Z,False,0,Continue monitoring under normal SLA watch.
HD-1002840,Service DBZ,Blocker,2021-10-05T09:34:14Z,2021-10-05T13:34:14Z,Closed,Support Pod 238,4152.18,Breached,15000,Ticket,4032.12,0.0,3,2022-03-27T09:45:11Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-19772,Service DB6,Medium,2017-01-29T11:40:34Z,2017-01-30T11:40:34Z,Done,Unassigned Queue,23.8,High,2000,Story,23.77,0.0,2,2017-01-30T11:28:38Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1009972,Service C06HG2XCU,Medium,2022-11-19T18:34:26Z,2022-11-20T18:34:26Z,Closed,Support Pod 193,15.68,Medium,2000,Ticket,0.01,0.0,4,2022-11-20T10:15:11Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1005844,Service C06GG0.T,Highest,2022-03-30T10:14:36Z,2022-03-30T18:14:36Z,Closed,Support Pod 120,2.92,Low,9000,Ticket,0.06,1.45,5,2022-03-30T13:09:57Z,False,0,Continue monitoring under normal SLA watch.
HD-1004413,Service C12GGZ_0,Medium,2022-01-09T07:25:07Z,2022-01-10T07:25:07Z,Closed,Support Pod 263,23.93,High,2000,Ticket,0.01,1.75,5,2022-01-10T07:20:46Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1010028,Service C06GGZCZ0,Medium,2022-11-22T06:50:03Z,2022-11-23T06:50:03Z,Closed,Support Pod 120,22.92,High,2000,Ticket,0.05,0.0,4,2022-11-23T05:45:12Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1008541,Service C07HRZ0U,High,2022-09-08T08:58:03Z,2022-09-08T20:58:03Z,Closed,Support Pod 087,6.87,Medium,5000,Service,0.59,6.28,5,2022-09-08T15:50:22Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1009368,Service C06HS__Z0,Highest,2022-10-24T05:14:42Z,2022-10-24T13:14:42Z,Closed,Support Pod 232,3.66,Low,9000,Ticket,0.01,0.0,4,2022-10-24T08:54:34Z,False,0,Continue monitoring under normal SLA watch.
HD-1011754,Service C06HG2XCU,Blocker,2023-02-08T14:30:58Z,2023-02-08T18:30:58Z,Closed,Support Pod 257,258.05,Breached,15000,Ticket,0.08,0.0,6,2023-02-19T08:33:55Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1001814,Service C11GGX0Z2,Medium,2021-08-02T11:51:34Z,2021-08-03T11:51:34Z,Closed,Support Pod 220,17.05,Medium,2000,Ticket,17.05,0.0,1,2021-08-03T04:54:22Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1007029,Service C12HGX18A,Blocker,2022-06-15T05:30:03Z,2022-06-15T09:30:03Z,Closed,Support Pod 143,937.47,Breached,15000,Ticket,0.01,114.39,7,2022-07-24T06:58:30Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1012434,Service C06HG2XCU,High,2023-03-07T06:33:17Z,2023-03-07T18:33:17Z,Closed,Support Pod 048,6.3,Medium,5000,Ticket,0.03,0.0,4,2023-03-07T12:51:12Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1005067,Service C11GRX0Z2,Blocker,2022-02-13T10:04:31Z,2022-02-13T14:04:31Z,Closed,Support Pod 220,1195.77,Breached,15000,Ticket,20.42,1146.84,3,2022-04-04T05:50:42Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1001145,Service C06GG10,Medium,2021-06-14T12:51:32Z,2021-06-15T12:51:32Z,Closed,Support Pod 272,17.28,Medium,2000,Ticket,0.01,0.0,4,2021-06-15T06:08:13Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1012364,Service C06HG2XCU,High,2023-03-05T19:35:00Z,2023-03-06T07:35:00Z,Closed,Unassigned Queue,11.78,High,5000,Ticket,11.78,0.0,1,2023-03-06T07:21:50Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1004293,Service C12GG0.A,Highest,2022-01-02T08:02:33Z,2022-01-02T16:02:33Z,Closed,Support Pod 176,3.37,Low,9000,Ticket,0.01,0.0,3,2022-01-02T11:24:36Z,False,0,Continue monitoring under normal SLA watch.
HD-1002641,Service C13GR10B,Medium,2021-09-21T09:52:50Z,2021-09-22T09:52:50Z,Closed,Support Pod 203,22.9,High,2000,Ticket,0.08,22.83,3,2021-09-22T08:47:09Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1007260,Service C12HGX18A,Blocker,2022-06-27T12:13:11Z,2022-06-27T16:13:11Z,Closed,Support Pod 041,479.19,Breached,15000,Ticket,0.01,429.74,6,2022-07-17T11:24:23Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1000553,Service C02GG_3NWC,Blocker,2021-05-05T10:20:38Z,2021-05-05T14:20:38Z,Closed,Support Pod 176,1127.31,Breached,15000,Ticket,0.02,0.0,4,2021-06-21T09:39:13Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1006973,Service C07GG0.40,Blocker,2022-06-13T06:19:59Z,2022-06-13T10:19:59Z,Closed,Support Pod 260,1.02,Low,15000,Ticket,0.42,0.18,4,2022-06-13T07:21:24Z,False,0,Continue monitoring under normal SLA watch.
HD-1007143,Service C07HR0C-0,Medium,2022-06-20T12:21:00Z,2022-06-21T12:21:00Z,Closed,Support Pod 087,22.69,High,2000,Ticket,0.22,22.47,2,2022-06-21T11:02:12Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1006739,Service C06GRN039,Blocker,2022-05-30T09:20:31Z,2022-05-30T13:20:31Z,Closed,Support Pod 265,316.94,Breached,15000,Ticket,0.02,0.0,2,2022-06-12T14:17:13Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1012369,Service C06HG2XCU,High,2023-03-05T19:35:00Z,2023-03-06T07:35:00Z,Closed,Unassigned Queue,11.87,High,5000,Ticket,11.87,0.0,1,2023-03-06T07:27:24Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1007271,Service C06GGTZ0,Blocker,2022-06-28T05:16:05Z,2022-06-28T09:16:05Z,Closed,Support Pod 274,171.96,Breached,15000,Ticket,0.01,3.29,6,2022-07-05T09:13:43Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1008582,Service C12HGX18A,Highest,2022-09-12T05:52:57Z,2022-09-12T13:52:57Z,Closed,Support Pod 041,5.45,Medium,9000,Ticket,0.02,4.32,10,2022-09-12T11:19:48Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1006746,Service C12HGX18A,Blocker,2022-05-30T12:16:12Z,2022-05-30T16:16:12Z,Closed,Support Pod 143,657.5,Breached,15000,Ticket,0.01,497.06,11,2022-06-26T21:45:59Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1004110,Service C12GGZCZ0U,Highest,2021-12-21T10:31:59Z,2021-12-21T18:31:59Z,Closed,Support Pod 263,1.83,Low,9000,Ticket,0.03,0.0,6,2021-12-21T12:21:49Z,False,0,Continue monitoring under normal SLA watch.
HD-1008078,Service C12GG0.A,Highest,2022-08-16T05:06:13Z,2022-08-16T13:06:13Z,Closed,Support Pod 154,4.38,Medium,9000,Ticket,0.03,3.84,6,2022-08-16T09:29:19Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1000541,Service C12GGZ_0,Highest,2021-05-05T06:53:36Z,2021-05-05T14:53:36Z,Closed,Support Pod 120,3.82,Low,9000,Ticket,0.01,0.0,5,2021-05-05T10:42:39Z,False,0,Continue monitoring under normal SLA watch.
HD-1000211,Service C06GGTU0,Medium,2021-04-07T12:45:00Z,2021-04-08T12:45:00Z,Closed,Support Pod 228,18.33,Medium,2000,Ticket,0.01,0.0,7,2021-04-08T07:04:31Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1002325,Service C05GPX0_,Blocker,2021-09-06T09:16:06Z,2021-09-06T13:16:06Z,Closed,Support Pod 232,645.14,Breached,15000,Ticket,0.01,623.42,5,2021-10-03T06:24:49Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1006492,Service C02GGND01,Blocker,2022-05-12T09:21:28Z,2022-05-12T13:21:28Z,Closed,Support Pod 093,662.04,Breached,15000,Ticket,0.04,603.74,5,2022-06-08T23:23:52Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1012103,Service C06GG40,Highest,2023-02-22T07:37:49Z,2023-02-22T15:37:49Z,Closed,Support Pod 051,6.14,Medium,9000,Ticket,0.01,0.0,4,2023-02-22T13:46:26Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-17768,Service D1Z0,Medium,2016-10-18T20:21:00Z,2016-10-19T20:21:00Z,Done,Unassigned Queue,12.12,Medium,2000,Story,12.11,0.0,5,2016-10-24T06:25:10Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1001585,Service C06HST_9,Blocker,2021-07-13T08:15:01Z,2021-07-13T12:15:01Z,Closed,Support Pod 264,1463.18,Breached,15000,Ticket,0.01,0.0,4,2021-09-12T07:25:54Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1008972,Service C12HHX18A,Highest,2022-10-02T07:27:20Z,2022-10-02T15:27:20Z,Closed,Support Pod 143,2.9,Low,9000,Ticket,0.01,2.21,5,2022-10-02T10:21:11Z,False,0,Continue monitoring under normal SLA watch.
HD-1005546,Service C12GGZCZ0U,Highest,2022-03-13T06:06:46Z,2022-03-13T14:06:46Z,Closed,Support Pod 154,2.19,Low,9000,Ticket,0.01,0.0,4,2022-03-13T08:18:05Z,False,0,Continue monitoring under normal SLA watch.
HD-1005635,Service C13GGB_0,Medium,2022-03-16T08:52:04Z,2022-03-17T08:52:04Z,Closed,Support Pod 212,23.69,High,2000,Ticket,0.09,23.6,2,2022-03-17T08:33:48Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1012354,Service C06HG2XCU,High,2023-03-05T19:34:12Z,2023-03-06T07:34:12Z,Closed,Unassigned Queue,11.89,High,5000,Ticket,11.89,0.0,1,2023-03-06T07:27:43Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1007555,Service C06HS__Z0,Blocker,2022-07-17T10:40:11Z,2022-07-17T14:40:11Z,Closed,Support Pod 232,1675.22,Breached,15000,Ticket,0.03,356.6,6,2022-09-25T05:53:17Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-20548,Service T.3I,Medium,2017-03-14T07:36:22Z,2017-03-15T07:36:22Z,Done,Support Pod 235,23.87,High,2000,Vacation,0.01,0.0,7,2017-03-15T07:28:18Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1004242,Service C02GG_3NWC,Blocker,2021-12-28T10:01:08Z,2021-12-28T14:01:08Z,Closed,Support Pod 093,274.57,Breached,15000,Ticket,0.02,274.26,4,2022-01-08T20:35:11Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1001993,Service C12GGZCZ0U,Highest,2021-08-15T07:43:11Z,2021-08-15T15:43:11Z,Closed,Support Pod 144,1.42,Low,9000,Ticket,0.02,0.0,4,2021-08-15T09:08:26Z,False,0,Continue monitoring under normal SLA watch.
HD-1003867,Service C06HST2_0,Highest,2021-12-12T07:46:41Z,2021-12-12T15:46:41Z,Closed,Support Pod 264,3.56,Low,9000,Ticket,0.04,0.17,4,2021-12-12T11:20:34Z,False,0,Continue monitoring under normal SLA watch.
HD-1000441,Service C06HGW8AD,Blocker,2021-04-27T11:21:25Z,2021-04-27T15:21:25Z,Closed,Support Pod 258,0.89,Low,15000,Ticket,0.01,0.71,5,2021-04-27T12:14:39Z,False,0,Continue monitoring under normal SLA watch.
HD-1005820,Service C13GRWD0,Highest,2022-03-29T08:11:31Z,2022-03-29T16:11:31Z,Closed,Support Pod 242,6.61,High,9000,Ticket,0.69,0.0,4,2022-03-29T14:48:06Z,False,9000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1004424,Service C06GG8ZV0,Medium,2022-01-09T13:26:13Z,2022-01-10T13:26:13Z,Closed,Support Pod 104,22.74,High,2000,HD Service,0.01,0.0,4,2022-01-10T12:10:37Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1004080,Service DX8A,Medium,2021-12-20T12:39:43Z,2021-12-21T12:39:43Z,Closed,Unassigned Queue,15.32,Medium,2000,Ticket,0.02,0.0,2,2021-12-21T03:58:53Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1012355,Service C06HG2XCU,High,2023-03-05T19:34:12Z,2023-03-06T07:34:12Z,Closed,Unassigned Queue,11.67,High,5000,Ticket,11.68,0.0,1,2023-03-06T07:14:42Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1003177,Service C14GR8114,Medium,2021-10-31T03:52:05Z,2021-11-01T03:52:05Z,Closed,Support Pod 119,23.93,High,2000,Ticket,0.03,0.0,2,2021-11-01T03:47:48Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1007588,Service C06HS__Z0,Highest,2022-07-19T05:43:38Z,2022-07-19T13:43:38Z,Closed,Support Pod 232,1.62,Low,9000,Ticket,0.01,0.0,3,2022-07-19T07:21:04Z,False,0,Continue monitoring under normal SLA watch.
HD-1007212,Service C12HGX18A,Blocker,2022-06-23T09:48:58Z,2022-06-23T13:48:58Z,Closed,Support Pod 143,482.15,Breached,15000,Ticket,0.01,412.31,6,2022-07-13T11:57:46Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1007094,Service C12HGX18A,Blocker,2022-06-16T13:28:03Z,2022-06-16T17:28:03Z,Closed,Support Pod 143,646.51,Breached,15000,Ticket,0.01,557.4,7,2022-07-13T11:58:51Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1007854,Service C06HG2XCU,Blocker,2022-08-02T14:05:01Z,2022-08-02T18:05:01Z,Closed,Support Pod 193,0.09,Low,15000,Ticket,0.02,0.05,6,2022-08-02T14:10:43Z,False,0,Continue monitoring under normal SLA watch.
HD-1001976,Service T.N2,Blocker,2021-08-12T07:28:55Z,2021-08-12T11:28:55Z,Closed,Support Pod 143,1513.4,Breached,15000,Deployment,485.32,0.0,2,2021-10-14T08:52:47Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-12293,Service D8-E,Medium,2015-09-02T06:44:35Z,2015-09-03T06:44:35Z,Done,Unassigned Queue,23.81,High,2000,Ticket,0.01,0.0,2,2016-04-02T12:33:02Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-1011878,Service C07GGU_0,Highest,2023-02-14T07:28:42Z,2023-02-14T15:28:42Z,Closed,Support Pod 090,2.0,Low,9000,Ticket,0.28,0.89,3,2023-02-14T09:28:38Z,False,0,Continue monitoring under normal SLA watch.
HD-1008428,Service C12HHX18A,Blocker,2022-09-05T06:31:49Z,2022-09-05T10:31:49Z,Closed,Support Pod 143,528.21,Breached,15000,Ticket,0.01,527.91,5,2022-09-27T06:44:35Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-1011056,Service C06GG10,Highest,2023-01-09T08:39:50Z,2023-01-09T16:39:50Z,Closed,Support Pod 272,6.27,Medium,9000,Ticket,0.02,6.14,5,2023-01-09T14:56:01Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1001906,Service DX8A,Medium,2021-08-08T08:08:57Z,2021-08-09T08:08:57Z,Closed,Support Pod 101,23.4,High,2000,Project,23.38,0.0,3,2021-08-09T07:32:49Z,False,2000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-22367,Service T.3H,Medium,2017-06-18T18:47:52Z,2017-06-19T18:47:52Z,Done,Unassigned Queue,17.27,Medium,2000,Story,0.03,0.0,2,2017-06-19T12:04:04Z,False,0,Monitor queue health and prepare backup staffing if delay increases.
HD-1012378,Service C06HG2XCU,High,2023-03-05T19:35:00Z,2023-03-06T07:35:00Z,Closed,Unassigned Queue,11.58,High,5000,Ticket,11.58,0.0,1,2023-03-06T07:09:59Z,False,5000,Escalate to support lead and reassign capacity before the SLA deadline.
HD-11662,Service D0NC,Blocker,2016-01-21T16:41:36Z,2016-01-21T20:41:36Z,Done,Support Pod 088,6470.78,Breached,15000,Story,6470.78,0.0,2,2016-10-17T07:28:06Z,True,15000,Immediate escalation to operations lead and reroute to rapid response queue.
HD-29003,Service C14GR8114,Blocker,,,Closed,Support Pod 167,,Low,15000,Project,603.39,0.0,6,,False,0,Continue monitoring under normal SLA watch.
HD-1001949,Service C06GGCTN0,Blocker,2021-08-11T07:01:16Z,2021-08-11T11:01:16Z,Closed,Support Pod 121,0.06,Low,15000,Ticket,0.06,0.0,2,2021-08-11T07:04:51Z,False,0,Continue monitoring under normal SLA watch.
